sel	array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
4	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E01_730440	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E01_730440	called	0.59	3	0	0.23	18	0.68	0	2.957479896	0
3	DLP_REDO_FROM_DRAWN_D07	DLP_REDO_FROM_DRAWN_D07	called	0.58	3.01	0	0.22	18	0.67	0.03	2.972853998	0
4	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E05_809158	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E05_809158	called	0.46	3	0	0.19	25	0.56	0	3.004711344	0
4	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A08_809300	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A08_809300	called	0.6	3	0	0.23	18	0.69	0	2.971112075	0
3	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G06_1365256	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G06_1365256	called	0.49	3	0	0.2	21	0.59	0	3.011286084	0
2	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C05_863602	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C05_863602	called	0.53	2.99	0	0.21	20	0.63	0.01	2.968226215	0
4	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E05_1365170	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E05_1365170	called	0.46	3	0	0.19	25	0.56	0	2.974813966	0
1	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E01_863224	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E01_863224	called	0.6	3	0	0.23	18	0.69	0	2.971112075	0
4	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D09_863734	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D09_863734	called	0.55	3.02	0	0.21	19	0.65	0.01	2.955633166	0
3	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F09_1365312	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F09_1365312	called	0.53	3	0	0.21	20	0.63	0	2.968226215	0
2	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G02_1376820	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G02_1376820	called	0.6	3	0	0.23	18	0.69	0	2.971112075	0
1	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C05_1365304	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C05_1365304	called	0.88	2	0	0.44	9	0.88	0.02	1.978159028	0
4	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C12_831654	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C12_831654	called	0.41	3.01	0	0.17	29	0.51	0.01	2.964343071	0
4	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B12_1376710	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B12_1376710	called	0.6	3	0	0.23	18	0.69	0	2.971112075	0
2	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B10_831520	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B10_831520	called	0.59	3	0	0.23	18	0.68	0	2.957479896	0
4	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C04_863240	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C04_863240	called	0.59	3	0	0.23	18	0.68	0.01	2.987203063	0
3	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D09_1244716	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D09_1244716	called	0.6	3	0	0.23	18	0.69	0	2.971112075	0
4	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G08_1365310	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G08_1365310	called	0.69	3	0	0.26	16	0.77	0.01	2.970217659	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C12_730412	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C12_730412	called	0.67	2	0	0.34	12	0.67	0	1.972935299	0
4	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A01_863650	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A01_863650	called	0.64	3.01	0	0.24	17	0.72	0.01	2.949087891	0
3	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C12_734662	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C12_734662	called	0.37	3	0	0.16	33	0.47	0.01	2.92551698	0
3	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B01_863394	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B01_863394	called	0.57	3.01	0	0.22	19	0.66	0.02	2.957914786	0
1	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D11_809140	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D11_809140	called	0.7	2	0	0.35	11	0.7	0.01	1.98045191	0
1	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E02_1361944	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E02_1361944	called	0.57	2	0	0.29	14	0.57	0.01	1.969699675	0
2	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G12_863668	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G12_863668	called	0.65	3	0	0.25	17	0.74	0	3.000847975	0
4	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D04_734706	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D04_734706	called	0.47	3	0	0.19	23	0.57	0	2.967978501	0
4	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E12_1376858	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E12_1376858	called	1	3.01	0	0.33	12	1	0.01	3.004166024	0
2	DLP_REDO_FROM_CUTCH_G08	DLP_REDO_FROM_CUTCH_G08	called	0.6	3	0	0.23	18	0.69	0	2.971112075	0
3	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_F06_913918	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_F06_913918	called	0.48	3	0	0.19	21	0.58	0	2.989998317	0
4	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F05_1365316	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F05_1365316	called	0.5	3	0	0.2	21	0.6	0	3.001686737	0
4	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E02_1376758	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E02_1376758	called	0.57	3	0	0.22	19	0.66	0.01	2.987642324	0
3	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E08_809198	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E08_809198	called	0.52	3	0	0.21	20	0.62	0	2.98012188	0
3	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A05_809290	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A05_809290	called	0.56	3	0	0.22	19	0.66	0	3.017668629	0
1	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B09_1306830	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B09_1306830	called	0.71	2	0	0.36	11	0.71	0	1.968968282	0
3	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H03_831662	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H03_831662	called	0.53	3	0	0.21	20	0.63	0.01	2.998057384	0
1	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H07_831656	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H07_831656	called	0.63	2	0	0.32	13	0.63	0	1.96986407	0
1	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B03_1320656	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B03_1320656	called	0.8	2	0	0.4	10	0.8	0.02	2.007432312	0
4	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E03_1365206	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E03_1365206	called	0.74	3	0	0.27	15	0.81	0.01	3.002000707	0
4	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B03_1361842	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B03_1361842	called	0.62	3.03	0	0.23	18	0.71	0.02	3.026811306	0
1	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C09_1365352	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C09_1365352	called	0.73	2	0	0.36	11	0.73	0	2.004288741	0
4	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F02_831570	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F02_831570	called	0.66	3	0	0.25	17	0.74	0	2.970989039	0
4	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D02_1486830	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D02_1486830	called	0.67	3	0	0.25	16	0.75	0	2.981176221	0
3	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G08_831550	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G08_831550	called	0.57	3	0	0.22	19	0.66	0	2.957914786	0
3	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_E12_831632	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_E12_831632	called	0.44	3	0	0.18	27	0.54	0	2.955931592	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A05_777788	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A05_777788	called	0.42	3	0	0.18	28	0.53	0	2.933140032	0
3	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G01_863696	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G01_863696	called	0.41	3	0	0.17	29	0.51	0	2.964343071	0
2	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_B10_1344486	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_B10_1344486	called	0.66	3	0	0.25	17	0.74	0.01	2.970989039	0
4	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A04_863634	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A04_863634	called	0.53	3	0	0.21	20	0.63	0	2.968226215	0
1	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A05_863384	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A05_863384	called	0.62	2	0	0.31	13	0.62	0.01	1.977758631	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B09_777842	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B09_777842	called	0.45	3	0	0.18	26	0.55	0	2.951055784	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E04_777882	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E04_777882	called	0.35	3	0	0.15	35	0.44	0	2.971359071	0
2	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_D10_1301150	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_D10_1301150	called	0.62	3	0	0.24	17	0.71	0	2.966876426	0
1	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_F12_1344404	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_F12_1344404	called	0.68	1.99	0	0.34	12	0.68	0	1.962732273	0
2	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A04_1376826	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A04_1376826	called	0.4	3	0	0.17	30	0.5	0	2.964928209	0
4	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D06_831646	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D06_831646	called	0.42	3.01	0	0.17	28	0.52	0.02	2.96261858	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C12_863772	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C12_863772	called	0.78	2	0	0.39	10	0.78	0	1.976917159	0
4	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D03_1244762	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D03_1244762	called	0.69	3.05	0	0.25	16	0.77	0.06	3.000068842	0
1	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B02_1361848	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B02_1361848	called	0.73	2	0	0.36	11	0.73	0.01	2.004288741	0
4	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B12_1306706	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B12_1306706	called	0.62	3	0	0.24	17	0.71	0	2.99669403	0
1	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G12_1365242	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G12_1365242	called	0.74	2	0	0.37	11	0.74	0.01	1.971697619	0
4	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G01_809210	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G01_809210	called	0.42	3	0	0.17	28	0.52	0	2.992393392	0
4	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E10_1301134	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E10_1301134	called	0.64	3	0	0.24	17	0.73	0.01	2.990047445	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E03_777952	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E03_777952	called	0.57	3	0	0.22	19	0.66	0.02	2.987642324	0
4	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G10_1365300	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G10_1365300	called	0.44	3.01	0	0.18	27	0.54	0.01	2.955931592	0
4	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C04_913974	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C04_913974	called	0.68	3	0	0.25	16	0.76	0	2.961106909	0
1	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B03_913828	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B03_913828	called	0.83	2	0	0.42	10	0.83	0.02	1.981136008	0
2	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B12_914108	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B12_914108	called	0.59	3	0	0.23	18	0.68	0.01	2.987203063	0
3	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G10_863750	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G10_863750	called	0.6	3.01	0	0.23	18	0.69	0.03	2.971112075	0
4	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D10_809206	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D10_809206	called	0.6	2.99	0	0.23	18	0.69	0.01	2.971112075	0
2	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F12_932798	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F12_932798	called	0.57	3	0	0.22	19	0.66	0	2.987642324	0
4	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D06_1148564	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D06_1148564	called	0.69	3	0	0.26	16	0.77	0	3.000068842	0
2	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_F10_1344312	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_F10_1344312	called	0.4	3.17	0	0.16	31	0.51	0	3.11632819	0
3	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F07_831530	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F07_831530	called	0.61	3	0	0.23	18	0.7	0.01	2.954487072	0
3	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F03_1365174	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F03_1365174	called	0.48	3	0	0.19	21	0.58	0.01	2.960247337	0
3	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E02_809260	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E02_809260	called	0.49	2.99	0	0.2	21	0.59	0	2.951658624	0
2	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_D02_1148278	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_D02_1148278	called	0.52	3	0	0.21	20	0.62	0.01	2.98012188	0
1	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A12_1376828	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A12_1376828	called	0.67	2	0	0.34	12	0.67	0.02	1.992763629	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A10_730404	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A10_730404	called	0.72	2	0	0.36	11	0.72	0	1.99670023	0
4	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_C03_1306660	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_C03_1306660	called	0.52	3	0	0.21	20	0.62	0	2.98012188	0
1	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_B04_1344304	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_B04_1344304	called	0.74	2	0	0.37	11	0.74	0.01	1.99151351	0
4	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E05_863272	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E05_863272	called	0.57	3.01	0	0.22	19	0.67	0.01	3.002731677	0
2	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_E02_1486886	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_E02_1486886	called	0.58	2.99	0	0.22	18	0.67	0.01	2.972853998	0
4	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F04_1376942	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F04_1376942	called	0.64	3.01	0	0.24	17	0.73	0.02	2.990047445	0
4	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D07_913946	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D07_913946	called	0.74	3	0	0.27	15	0.81	0.01	2.972130301	0
2	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D01_932710	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D01_932710	called	0.47	3	0	0.19	23	0.57	0.01	2.967978501	0
4	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C08_1486930	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C08_1486930	called	0.58	3	0	0.22	18	0.67	0	2.972853998	0
4	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B10_863280	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B10_863280	called	0.26	3	0	0.11	47	0.34	0.01	2.948186804	0
4	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E09_1244826	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E09_1244826	called	0.87	3	0	0.3	13	0.91	0	2.991243899	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H04_863604	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H04_863604	called	0.66	2	0	0.33	12	0.66	0.01	1.982749576	0
3	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A05_914158	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A05_914158	called	0.57	3	0	0.22	18	0.67	0	3.002731677	0
4	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B05_1306772	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B05_1306772	called	0.56	3	0	0.22	19	0.65	0.01	2.971946377	0
2	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B04_1301114	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B04_1301114	called	0.64	3.05	0	0.24	17	0.73	0.06	3.020097921	0
4	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G11_831574	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G11_831574	called	0.62	3.01	0	0.24	17	0.71	0	2.966876426	0
1	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B06_1361884	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B06_1361884	called	0.97	2.01	0	0.48	8	0.97	0.01	1.992800214	0
4	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B02_1376670	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B02_1376670	called	0.61	3	0	0.23	18	0.7	0	2.984180161	0
3	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D12_1376738	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D12_1376738	called	0.66	3	0	0.25	17	0.74	0.02	2.970989039	0
3	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B01_730418	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B01_730418	called	0.58	3	0	0.22	18	0.67	0.01	2.972853998	0
4	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D12_1361862	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D12_1361862	called	0.8	3	0	0.29	14	0.86	0	3.001694943	0
2	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B04_1361890	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B04_1361890	called	0.64	3	0	0.24	17	0.73	0	2.990047445	0
3	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_E11_1148514	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_E11_1148514	called	0.47	3	0	0.19	23	0.57	0.02	2.967978501	0
4	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G10_1376966	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G10_1376966	called	0.52	3	0	0.21	20	0.62	0.02	2.98012188	0
2	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D01_863780	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D01_863780	called	0.64	3	0	0.24	17	0.73	0.01	2.990047445	0
3	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G11_863352	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G11_863352	called	0.57	3	0	0.22	19	0.67	0.01	2.928483043	0
4	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F05_863362	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F05_863362	called	0.44	3	0	0.18	27	0.54	0	2.955931592	0
2	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D08_730388	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D08_730388	called	0.65	3.02	0	0.24	17	0.73	0.02	2.960295976	0
3	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F06_809242	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F06_809242	called	0.56	3	0	0.22	19	0.65	0	2.971946377	0
4	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G09_932706	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G09_932706	called	0.46	2.99	0	0.19	25	0.56	0	2.974813966	0
2	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G06_1376906	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G06_1376906	called	0.48	3	0	0.19	21	0.58	0	2.989998317	0
3	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A10_1376792	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A10_1376792	called	0.75	3	0	0.27	15	0.82	0.01	2.978884976	0
2	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E04_1301168	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E04_1301168	called	0.6	3	0	0.23	18	0.69	0.01	2.971112075	0
4	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_H04_1365264	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_H04_1365264	called	0.57	3	0	0.22	19	0.66	0	2.957914786	0
4	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A05_734790	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A05_734790	called	0.6	3	0	0.23	18	0.69	0.01	3.000972247	0
2	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G02_1148462	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G02_1148462	called	0.5	3	0	0.2	21	0.6	0.01	2.971819455	0
1	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F01_831582	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F01_831582	called	0.7	2	0	0.35	11	0.7	0.01	1.98045191	0
3	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C07_863678	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C07_863678	called	0.68	2.99	0	0.25	16	0.76	0.02	2.990866529	0
3	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G04_809126	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G04_809126	called	0.57	3	0	0.22	18	0.67	0.01	3.002731677	0
1	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A03_734762	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A03_734762	called	0.42	2	0	0.21	20	0.42	0.01	2.018792241	0
4	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H05_863778	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H05_863778	called	0.62	3	0	0.24	17	0.71	0.01	2.966876426	0
4	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B06_1306716	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B06_1306716	called	1	3	0	0.33	12	1	0	2.974274073	0
4	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C05_734628	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C05_734628	called	0.52	3	0	0.21	20	0.62	0.02	2.98012188	0
3	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F07_932780	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F07_932780	called	0.56	3.05	0	0.22	19	0.66	0.05	3.017668629	0
