array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A02_831634	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A02_831634	called	0.62	2	0	0.31	13	0.62	0.01	1.95807960400766	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E01_730440	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E01_730440	called	0.52	2	0	0.26	16	0.52	0	2.00586127596243	0
DLP_REDO_FROM_DRAWN_D07	DLP_REDO_FROM_DRAWN_D07	called	0.68	2	0	0.34	12	0.68	0.03	1.98245805998436	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E05_809158	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E05_809158	called	1	3	0	0.33	12	1	0	2.97427407256307	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A08_809300	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A08_809300	called	0.51	2	0	0.26	16	0.51	0	1.98705858391556	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G06_1365256	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G06_1365256	called	0.7	2	0	0.35	11	0.7	0.14	2.00035578264421	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C05_863602	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C05_863602	called	0.68	1.99	0	0.34	12	0.68	0.02	1.98245805998436	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E05_1365170	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E05_1365170	called	0.89	2	0	0.44	9	0.89	0	2.00063810814206	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E01_863224	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E01_863224	called	0.6	3	0	0.23	18	0.69	0	2.97111207455819	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D09_863734	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D09_863734	called	0.56	2.02	0	0.28	15	0.56	0.01	1.99407743491909	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F09_1365312	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F09_1365312	called	0.43	2	0	0.21	19	0.43	0	2.00577381652489	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G02_1376820	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G02_1376820	called	0.66	2	0	0.33	12	0.66	0	1.98274957580465	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C05_1365304	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C05_1365304	called	0.88	2	0	0.44	9	0.88	0.02	1.97815902827529	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C12_831654	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C12_831654	called	0.44	2.01	0	0.22	19	0.44	0.01	1.97194319094875	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B12_1376710	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B12_1376710	called	0.47	2	0	0.24	17	0.47	0.01	1.98372703398838	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B10_831520	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B10_831520	called	0.46	2	0	0.23	18	0.46	0	1.96103267697766	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C04_863240	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C04_863240	called	0.69	2	0	0.35	12	0.69	0	1.97177927146358	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D09_1244716	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D09_1244716	called	0.66	2	0	0.33	12	0.66	0.01	1.98274957580465	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G08_1365310	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G08_1365310	called	0.46	2	0	0.23	18	0.47	0.01	1.96103267697766	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C12_730412	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C12_730412	called	0.67	2	0	0.34	12	0.67	0	1.9729352992139	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A01_863650	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A01_863650	called	0.49	2.01	0	0.24	17	0.49	0.01	1.94649598408544	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C12_734662	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C12_734662	called	0.58	2	0	0.29	14	0.58	0.03	1.96456888550037	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B01_863394	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B01_863394	called	0.65	2.01	0	0.33	12	0.65	0.04	1.97233295638319	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D11_809140	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D11_809140	called	0.7	2	0	0.35	11	0.7	0.01	1.98045191004609	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E02_1361944	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E02_1361944	called	0.57	2	0	0.29	14	0.57	0.01	1.96969967491473	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G12_863668	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G12_863668	called	0.63	2	0	0.32	13	0.63	0	1.96986407006728	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D04_734706	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D04_734706	called	0.84	3	0	0.3	14	0.89	0.01	2.98460134076863	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E12_1376858	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E12_1376858	called	0.18	3.02	0	0.08	65	0.25	0.21	2.98531610446228	0
DLP_REDO_FROM_CUTCH_G08	DLP_REDO_FROM_CUTCH_G08	called	0.78	2	0	0.39	10	0.78	0	1.97691715854193	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_F06_913918	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_F06_913918	called	0.44	2	0	0.22	19	0.44	0	1.97194319094875	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F05_1365316	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F05_1365316	called	0.75	2	0	0.38	11	0.75	0.01	1.97845834451561	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E02_1376758	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E02_1376758	called	0.77	3	0	0.28	15	0.83	0.01	2.9852109722225	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E08_809198	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E08_809198	called	0.46	2	0	0.23	18	0.46	0	1.95715581347823	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A05_809290	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A05_809290	called	0.81	2	0	0.4	10	0.81	0.01	2.0123012520417	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B09_1306830	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B09_1306830	called	0.71	2	0	0.36	11	0.71	0	1.96896828241465	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H03_831662	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H03_831662	called	0.53	2	0	0.26	15	0.53	0	2.00395299541145	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H07_831656	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H07_831656	called	0.63	2	0	0.32	13	0.63	0	1.96986407006728	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B03_1320656	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B03_1320656	called	0.8	2	0	0.4	10	0.8	0.02	2.00743231194904	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E03_1365206	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E03_1365206	called	0.89	2	0	0.44	9	0.89	0.01	2.00063810814206	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B03_1361842	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B03_1361842	called	0.5	3.03	0	0.2	21	0.6	0.04	3.00168673670015	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C09_1365352	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C09_1365352	called	0.73	2	0	0.36	11	0.73	0	2.00428874096235	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F02_831570	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F02_831570	called	1	3	0	0.33	12	1	0	2.97427407256307	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D02_1486830	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D02_1486830	called	0.57	3	0	0.22	18	0.67	0.16	3.0027316771265	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G08_831550	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G08_831550	called	0.59	2	0	0.29	14	0.59	0	1.94502109847843	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_E12_831632	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_E12_831632	called	0.65	2	0	0.33	12	0.65	0	1.97233295638319	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A05_777788	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A05_777788	called	0.45	2	0	0.22	18	0.45	0	1.95232202836161	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G01_863696	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G01_863696	called	0.89	2	0	0.45	9	0.89	0.01	1.9807314263583	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_B10_1344486	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_B10_1344486	called	0.72	2	0	0.36	11	0.72	0.01	1.99670023005429	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A04_863634	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A04_863634	called	0.51	2	0	0.26	16	0.51	0.05	1.98705858391556	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A05_863384	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A05_863384	called	0.62	2	0	0.31	13	0.62	0.01	1.97775863119203	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B09_777842	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B09_777842	called	0.48	2	0	0.24	17	0.48	0.21	1.98581781132067	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E04_777882	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E04_777882	called	0.52	2	0	0.26	16	0.52	0	1.96614256153577	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_D10_1301150	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_D10_1301150	called	0.48	2	0	0.24	17	0.48	0.01	2.00577561212316	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_F12_1344404	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_F12_1344404	called	0.68	1.99	0	0.34	12	0.68	0	1.96273227270221	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A04_1376826	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A04_1376826	called	0.66	2	0	0.33	12	0.66	0.01	1.98274957580465	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D06_831646	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D06_831646	called	0.9	2.01	0	0.45	9	0.9	0.01	1.98305678363034	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C12_863772	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C12_863772	called	0.78	2	0	0.39	10	0.78	0	1.97691715854193	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D03_1244762	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D03_1244762	called	0.59	2.02	0	0.29	14	0.59	0.07	2.01852542641091	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B02_1361848	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B02_1361848	called	0.73	2	0	0.36	11	0.73	0.01	2.00428874096235	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B12_1306706	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B12_1306706	called	0.36	3	0	0.15	34	0.46	0	3.01461223660793	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G12_1365242	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G12_1365242	called	0.74	2	0	0.37	11	0.74	0.01	1.97169761902777	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G01_809210	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G01_809210	called	0.7	3	0	0.26	16	0.78	0.01	2.97885393418574	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E10_1301134	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E10_1301134	called	0.5	2	0	0.25	16	0.5	0.02	1.98745081374737	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E03_777952	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E03_777952	called	0.36	3	0	0.15	33	0.46	0.02	2.98461634367189	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G10_1365300	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G10_1365300	called	0.88	2	0	0.44	9	0.88	0	1.97815902827529	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C04_913974	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C04_913974	called	0.56	3	0	0.22	19	0.65	0.12	2.9719463768424	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B03_913828	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B03_913828	called	0.83	2	0	0.42	10	0.83	0.02	1.98113600842515	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B12_914108	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B12_914108	called	0.37	2	0	0.18	26	0.37	0.01	2.00520786089855	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G10_863750	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G10_863750	called	0.64	2.01	0	0.32	13	0.64	0.03	1.98122016007982	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D10_809206	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D10_809206	called	0.7	2	0	0.35	11	0.7	0.02	1.96074608428936	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F12_932798	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F12_932798	called	0.66	2	0	0.33	12	0.66	0.02	1.98274957580465	0
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D06_1148564	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D06_1148564	called	0.67	3	0	0.25	16	0.75	0.02	2.98117622062106	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_F10_1344312	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_F10_1344312	called	0.79	2	0	0.39	10	0.79	0.17	2.04271063085952	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F07_831530	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F07_831530	called	0.6	2	0	0.3	14	0.6	0.01	1.95886898441456	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F03_1365174	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F03_1365174	called	0.6	2	0	0.3	13	0.6	0.01	1.97224872442987	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E02_809260	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E02_809260	called	0.42	1.99	0	0.21	20	0.42	0.02	1.95111671050652	0
DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_D02_1148278	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_D02_1148278	called	0.54	2	0	0.27	15	0.55	0.01	1.96170474010652	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A12_1376828	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A12_1376828	called	0.67	2	0	0.34	12	0.67	0.02	1.99276362861725	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A10_730404	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A10_730404	called	0.72	2	0	0.36	11	0.72	0	1.99670023005429	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_C03_1306660	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_C03_1306660	called	0.68	2	0	0.34	12	0.68	0	1.96273227270221	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_B04_1344304	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_B04_1344304	called	0.74	2	0	0.37	11	0.74	0.01	1.99151350953845	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E05_863272	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E05_863272	called	0.67	3.01	0	0.25	16	0.75	0.07	2.98117622062106	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_E02_1486886	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_E02_1486886	called	0.73	1.99	0	0.37	11	0.73	0.01	1.9843457347751	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F04_1376942	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F04_1376942	called	0.84	3	0	0.3	14	0.89	0.01	2.98460134076863	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D07_913946	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D07_913946	called	0.75	2	0	0.37	11	0.75	0	1.99834218144706	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D01_932710	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D01_932710	called	0.71	2	0	0.35	11	0.71	0.01	2.00874408018961	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C08_1486930	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C08_1486930	called	0.51	2	0	0.26	16	0.51	0	1.96728702065546	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B10_863280	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B10_863280	called	0.59	2	0	0.29	14	0.59	0	2.01852542641091	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E09_1244826	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E09_1244826	called	0.69	3	0	0.26	16	0.77	0.01	3.00006884238232	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H04_863604	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H04_863604	called	0.66	2	0	0.33	12	0.66	0.01	1.98274957580465	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A05_914158	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A05_914158	called	0.63	2	0	0.32	13	0.63	0.06	1.98966153310455	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B05_1306772	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B05_1306772	called	0.67	2	0	0.34	12	0.67	0.01	1.9729352992139	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B04_1301114	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B04_1301114	called	0.75	2	0	0.37	11	0.75	0.06	2.01842585426195	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G11_831574	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G11_831574	called	0.81	2	0	0.4	10	0.81	0.01	2.0123012520417	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B06_1361884	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B06_1361884	called	0.97	2.01	0	0.48	8	0.97	0.01	1.99280021432457	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B02_1376670	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B02_1376670	called	0.66	2	0	0.33	12	0.66	0.01	1.98274957580465	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D12_1376738	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D12_1376738	called	0.72	2	0	0.36	11	0.72	0.02	1.97683273081218	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B01_730418	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B01_730418	called	0.67	2	0	0.34	12	0.67	0.11	1.99276362861725	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D12_1361862	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D12_1361862	called	0.61	3	0	0.23	18	0.7	0.04	2.98418016061817	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B04_1361890	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B04_1361890	called	0.52	2	0	0.26	16	0.52	0	2.00586127596243	0
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_E11_1148514	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_E11_1148514	called	0.88	2	0	0.44	9	0.88	0.01	1.99803985702852	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G10_1376966	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G10_1376966	called	0.4	3	0	0.17	30	0.5	0.09	2.99472623319156	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D01_863780	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D01_863780	called	0.7	2	0	0.35	11	0.7	0	1.98045191004609	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G11_863352	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G11_863352	called	0.66	2	0	0.33	12	0.66	0.06	1.95270791556518	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F05_863362	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F05_863362	called	0.3	3	0	0.13	40	0.4	0	2.93994672412815	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D08_730388	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D08_730388	called	0.59	2.01	0	0.29	14	0.59	0.02	1.94502109847843	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F06_809242	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F06_809242	called	0.44	2	0	0.22	19	0.44	0.07	1.99176154949827	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G09_932706	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G09_932706	called	0.97	3	0	0.33	12	0.98	0	3.00355711922714	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G06_1376906	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G06_1376906	called	0.71	2	0	0.36	11	0.71	0	1.98875674263635	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A10_1376792	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A10_1376792	called	0.56	2	0	0.28	14	0.56	0.01	1.97423603292461	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E04_1301168	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E04_1301168	called	0.66	2	0	0.33	12	0.66	0.01	1.98274957580465	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_H04_1365264	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_H04_1365264	called	0.74	3	0	0.27	15	0.81	0.01	2.97213030077159	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A05_734790	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A05_734790	called	0.38	3	0	0.16	32	0.48	0	2.99226559609186	0
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G02_1148462	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G02_1148462	called	0.73	2	0	0.37	11	0.73	0.01	1.9843457347751	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F01_831582	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F01_831582	called	0.7	2	0	0.35	11	0.7	0.01	1.98045191004609	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C07_863678	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C07_863678	called	0.79	2	0	0.4	10	0.79	0.02	1.98233940804968	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G04_809126	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G04_809126	called	0.56	2	0	0.28	14	0.56	0.01	1.97423603292461	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A03_734762	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A03_734762	called	0.42	2	0	0.21	20	0.42	0.01	2.01879224138558	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H05_863778	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H05_863778	called	0.68	2	0	0.34	12	0.68	0.01	2.00238209472456	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B06_1306716	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B06_1306716	called	0.62	2	0	0.31	13	0.62	0.16	1.99763543588767	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C05_734628	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C05_734628	called	0.29	3.02	0	0.13	42	0.38	0.04	2.98146852792101	0
